id,brand,name,price,price_sign,currency,image_link,product_link,website_link,description,rating,category,product_type,tag_list,created_at,updated_at,product_api_url,api_featured_image,product_colors
1048,colourpop,Lippie Pencil,5.0,$,CAD,https://cdn.shopify.com/s/files/1/1338/0845/collections/lippie-pencil_grande.jpg?v=1512588769,https://colourpop.com/collections/lippie-pencil,https://colourpop.com,"Lippie Pencil A long-wearing and high-intensity lip pencil that glides on easily and prevents feathering. Many of our Lippie Stix have a coordinating Lippie Pencil designed to compliment it perfectly, but feel free to mix and match!",,pencil,lip_liner,"['cruelty free', 'Vegan']",2018-07-08T23:45:08.056Z,2018-07-09T00:53:23.301Z,http://makeup-api.herokuapp.com/api/v1/products/1048.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/048/original/open-uri20180708-4-13okqci?1531093614,"[{'hex_value': '#B28378', 'colour_name': 'BFF Pencil'}, {'hex_value': '#A36B5E', 'colour_name': '951 Pencil'}, {'hex_value': '#966A60', 'colour_name': 'Beeper Pencil'}, {'hex_value': '#8F5954', 'colour_name': 'Oh Snap Pencil'}, {'hex_value': '#975348', 'colour_name': 'Curvii Pencil'}, {'hex_value': '#865B69', 'colour_name': 'Lumiere Pencil'}, {'hex_value': '#8E474D', 'colour_name': 'Bumble Pencil'}, {'hex_value': '#5F2820', 'colour_name': 'BFF Pencil 3'}, {'hex_value': '#C095BC', 'colour_name': 'Brills Pencil'}, {'hex_value': '#743A6A', 'colour_name': 'Are N Be Pencil'}, {'hex_value': '#965564', 'colour_name': 'Contempo Pencil'}, {'hex_value': '#BF2C7E', 'colour_name': 'Heart On Pencil'}, {'hex_value': '#CE435D', 'colour_name': 'Trixie Pencil'}, {'hex_value': '#DA6952', 'colour_name': 'Chi Chi Pencil'}, {'hex_value': '#A33C37', 'colour_name': 'Clique Pencil'}, {'hex_value': '#C23D3C', 'colour_name': 'Frenchie Pencil'}, {'hex_value': '#AF4051', 'colour_name': 'Bossy Pencil'}, {'hex_value': '#914B4C', 'colour_name': 'Wild Nothing Pencil'}, {'hex_value': '#6D414B', 'colour_name': 'Dopey Pencil'}, {'hex_value': '#4D2D28', 'colour_name': 'Toolips Pencil'}, {'hex_value': '#361927', 'colour_name': 'Mamacita Pencil'}, {'hex_value': '#714B41', 'colour_name': 'Pitch Pencil'}, {'hex_value': '#762F50', 'colour_name': 'LBB Pencil'}, {'hex_value': '#8C4A47', 'colour_name': 'Love Bug Pencil'}, {'hex_value': '#702E2D', 'colour_name': 'Poison Pencil'}, {'hex_value': '#93283C', 'colour_name': 'Bichette Pencil'}, {'hex_value': '#653E44', 'colour_name': 'Dukes Pencil'}, {'hex_value': '#5C3357', 'colour_name': 'Leather Pencil'}, {'hex_value': '#242225', 'colour_name': 'Bull Chic Pencil'}, {'hex_value': '#B5716A', 'colour_name': 'Brink Pencil'}, {'hex_value': '#B0516F', 'colour_name': 'I Heart This Pencil'}, {'hex_value': '#542328', 'colour_name': 'Ellarie Pencil'}, {'hex_value': '#DFAC9B', 'colour_name': 'Toy Pencil'}, {'hex_value': '#AB7164', 'colour_name': 'BFF Pencil 2'}]"
1047,colourpop,Blotted Lip,5.5,$,CAD,https://cdn.shopify.com/s/files/1/1338/0845/products/brain-freeze_a_800x1200.jpg?v=1502255076,https://colourpop.com/collections/lippie-stix?filter=blotted-lip,https://colourpop.com,"Blotted Lip Sheer matte lipstick that creates the perfect popsicle pout! Formula is lightweight, matte and buildable for light to medium coverage.",,lipstick,lipstick,"['cruelty free', 'Vegan']",2018-07-08T22:01:20.178Z,2018-07-09T00:53:23.287Z,http://makeup-api.herokuapp.com/api/v1/products/1047.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/047/original/open-uri20180708-4-e7idod?1531087336,"[{'hex_value': '#b72227', 'colour_name': ""Bee's Knees""}, {'hex_value': '#BB656B', 'colour_name': 'Brain Freeze'}, {'hex_value': '#8E4140', 'colour_name': 'Drip'}, {'hex_value': '#A12A33', 'colour_name': 'On a Stick'}, {'hex_value': '#904550', 'colour_name': 'Ice Cube'}, {'hex_value': '#452222', 'colour_name': 'Lolly'}, {'hex_value': '#7C3F35', 'colour_name': 'Candyfloss'}]"
1046,colourpop,Lippie Stix,5.5,$,CAD,https://cdn.shopify.com/s/files/1/1338/0845/collections/blottedlip-lippie-stix_grande.jpg?v=1512588803,https://colourpop.com/collections/lippie-stix,https://colourpop.com,"Lippie Stix Formula contains Vitamin E, Mango, Avocado, and Shea butter for added comfort and moisture. None of our Lippie formulas contain any nasty ingredients like Parabens or Sulfates.",,lipstick,lipstick,"['cruelty free', 'Vegan']",2018-07-08T21:47:49.858Z,2018-07-09T00:53:23.274Z,http://makeup-api.herokuapp.com/api/v1/products/1046.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/046/original/open-uri20180708-4-1f333k1?1531086651,"[{'hex_value': '#F2DEC3', 'colour_name': 'Fair 05'}, {'hex_value': '#793C36', 'colour_name': 'Ziggie'}, {'hex_value': '#723739', 'colour_name': 'Goldie'}, {'hex_value': '#BF3A30', 'colour_name': 'Love Life'}, {'hex_value': '#94372D', 'colour_name': 'Who Run this'}, {'hex_value': '#9E574D', 'colour_name': 'Aquarius'}, {'hex_value': '#C68176', 'colour_name': 'Brink'}, {'hex_value': '#AA6968', 'colour_name': 'Cami'}, {'hex_value': '#E28474', 'colour_name': 'Sike'}, {'hex_value': '#9A2B24', 'colour_name': 'Fly-Fi'}, {'hex_value': '#B97271', 'colour_name': 'Goal Digger'}, {'hex_value': '#BA7378', 'colour_name': 'After Shock'}, {'hex_value': '#D68B99', 'colour_name': 'Little Tings'}, {'hex_value': '#C07D6B', 'colour_name': 'Ink Blot'}, {'hex_value': '#A3595E', 'colour_name': 'Candy Paint'}, {'hex_value': '#5D2318', 'colour_name': 'Ellarie'}, {'hex_value': '#C17773', 'colour_name': 'Daydream'}, {'hex_value': '#C08892', 'colour_name': 'Oh Snap'}, {'hex_value': '#BC6E6B', 'colour_name': 'Faded'}, {'hex_value': '#CF8D98', 'colour_name': 'Bound'}, {'hex_value': '#762554', 'colour_name': 'Party Foul'}, {'hex_value': '#B67367', 'colour_name': 'Parker'}, {'hex_value': '#852528', 'colour_name': 'Bichette'}, {'hex_value': '#B86A82', 'colour_name': 'Sauce'}, {'hex_value': '#B75E59', 'colour_name': 'Topanga'}, {'hex_value': '#EA5151', 'colour_name': 'Lullaby'}, {'hex_value': '#C08586', 'colour_name': 'Contempo'}, {'hex_value': '#B82485', 'colour_name': 'Heart on'}, {'hex_value': '#C5314F', 'colour_name': 'I Heart this Lippie'}, {'hex_value': '#8F6557', 'colour_name': 'Tootsi'}, {'hex_value': '#AF7564', 'colour_name': 'Cookie'}, {'hex_value': '#AA4E79', 'colour_name': 'Persuasion'}, {'hex_value': '#442A26', 'colour_name': 'Pitch'}, {'hex_value': '#5C4761', 'colour_name': 'Leather'}, {'hex_value': '#D12C35', 'colour_name': 'Frenchie'}, {'hex_value': '#AB3E61', 'colour_name': 'Mirror, Mirror'}, {'hex_value': '#621F20', 'colour_name': 'Poison'}, {'hex_value': '#623343', 'colour_name': 'LBB'}, {'hex_value': '#864740', 'colour_name': 'Grunge'}, {'hex_value': '#C5282D', 'colour_name': 'Bossy'}, {'hex_value': '#DC4A3C', 'colour_name': 'Chi Chi'}, {'hex_value': '#CB2931', 'colour_name': 'Trust Me'}, {'hex_value': '#AB223E', 'colour_name': ""Poppin'""}, {'hex_value': '#A05F6A', 'colour_name': 'Lumiere'}, {'hex_value': '#763A31', 'colour_name': 'Taurus'}, {'hex_value': '#975450', 'colour_name': 'Kapish'}]"
1045,colourpop,No Filter Foundation,12.0,$,CAD,https://cdn.shopify.com/s/files/1/1338/0845/products/foundations-lineup_800x1200.jpg?v=1528927785,https://colourpop.com/products/no-filter-matte-foundation,https://colourpop.com/products/no-filter-matte-foundation,"Developed for the Selfie Age, our buildable full coverage, natural matte foundation delivers flawless looking skin from day-to-night. The oil-free, lightweight formula blends smoothly and is easily customizable to create the coverage you want. Build it up or sheer it out, it was developed with innovative soft-blurring pigments to deliver true color while looking and feeling natural. The lockable pump is easy to use and keeps your routine mess-free! As always, 100% cruelty-free and vegan.",,liquid,foundation,"['cruelty free', 'Vegan']",2018-07-08T18:22:25.273Z,2018-07-09T00:53:23.313Z,http://makeup-api.herokuapp.com/api/v1/products/1045.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/045/original/open-uri20180708-4-4bvqii?1531074237,"[{'hex_value': '#F2DEC3', 'colour_name': 'Fair 05'}, {'hex_value': '#F3DAC4', 'colour_name': 'Fair 10'}, {'hex_value': '#F1D9C0', 'colour_name': 'Fair 15'}, {'hex_value': '#EFD2BA', 'colour_name': 'Fair 20'}, {'hex_value': '#F1D7B3', 'colour_name': 'Fair 25'}, {'hex_value': '#EDD0B4', 'colour_name': 'Fair 30'}, {'hex_value': '#D9B295', 'colour_name': 'Fair 35'}, {'hex_value': '#CAA17B', 'colour_name': 'Light 45'}, {'hex_value': '#E8C2A4', 'colour_name': 'Light 50'}, {'hex_value': '#E8C3A6', 'colour_name': 'Light 55'}, {'hex_value': '#E9C2A4', 'colour_name': 'Light 60'}, {'hex_value': '#E1B68E', 'colour_name': 'Light 65'}, {'hex_value': '#E4C096', 'colour_name': 'Light 70'}, {'hex_value': '#E0B492', 'colour_name': 'Light 75'}, {'hex_value': '#E0C1A1', 'colour_name': 'Medium 80'}, {'hex_value': '#E4C1A9', 'colour_name': 'Medium 85'}, {'hex_value': '#E5C6A8', 'colour_name': 'Medium 90'}, {'hex_value': '#D3A784', 'colour_name': 'Medium 95'}, {'hex_value': '#E2C2A1', 'colour_name': 'Medium 100'}, {'hex_value': '#D7B297', 'colour_name': 'Medium 105'}, {'hex_value': '#D4B194', 'colour_name': 'Medium 110'}, {'hex_value': '#DCBFA5', 'colour_name': 'Medium Dark 115'}, {'hex_value': '#D7B59A', 'colour_name': 'Medium Dark 120'}, {'hex_value': '#C69676', 'colour_name': 'Medium Dark 125'}, {'hex_value': '#D9B498', 'colour_name': 'Medium Dark 130'}, {'hex_value': '#D9B191', 'colour_name': 'Medium Dark 135'}, {'hex_value': '#D1AA90', 'colour_name': 'Medium Dark 140'}, {'hex_value': '#BF8E63', 'colour_name': 'Medium Dark 145'}, {'hex_value': '#C69B83', 'colour_name': 'Dark 150'}, {'hex_value': '#C29879', 'colour_name': 'Dark 155'}, {'hex_value': '#B99179', 'colour_name': 'Dark 160'}, {'hex_value': '#C39981', 'colour_name': 'Dark 165'}, {'hex_value': '#B99078', 'colour_name': 'Dark 170'}, {'hex_value': '#B6927D', 'colour_name': 'Dark 175'}, {'hex_value': '#B38A79', 'colour_name': 'Dark 180'}, {'hex_value': '#AC8875', 'colour_name': 'Deep Dark 115'}, {'hex_value': '#A07967', 'colour_name': 'Deep Dark 115'}, {'hex_value': '#946D5A', 'colour_name': 'Deep Dark 115'}, {'hex_value': '#865F4D', 'colour_name': 'Deep Dark 115'}, {'hex_value': '#896A5A', 'colour_name': 'Deep Dark 80'}, {'hex_value': '#795F52', 'colour_name': 'Deep Dark 80'}, {'hex_value': '#6B5148', 'colour_name': 'Deep Dark 80'}]"
1044,boosh,Lipstick,26.0,$,CAD,https://cdn.shopify.com/s/files/1/1016/3243/products/LIPBALM_LID_grande.jpg?v=1496848378,https://www.boosh.ca/collections/all,https://www.boosh.ca/,"All of our products are free from lead and heavy metals, parabens, phthalates, artificial colourants, and synthetic fragrances.  Boosh lipstick glides on smoothly for clean & protective SPF coverage. They are filled with hydrating oils and butters to preserve and enhance your lips natural surface. Organic sweet orange oil gives a light and cheerful scent.",,lipstick,lipstick,"['Chemical Free', 'Organic']",2018-07-08T17:32:28.088Z,2018-09-02T22:52:06.669Z,http://makeup-api.herokuapp.com/api/v1/products/1044.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/044/original/data?1531071233,"[{'hex_value': '#CB4975', 'colour_name': 'Babs'}, {'hex_value': '#B6636F', 'colour_name': 'Bobbie'}, {'hex_value': '#B37072', 'colour_name': 'Rosie'}, {'hex_value': '#C6727C', 'colour_name': 'Ellie'}, {'hex_value': '#AF2257', 'colour_name': 'Dahlia'}, {'hex_value': '#573F53', 'colour_name': 'Kat'}, {'hex_value': '#875672', 'colour_name': 'Brie'}, {'hex_value': '#BC88A5', 'colour_name': 'Emmy'}, {'hex_value': '#BB8A88', 'colour_name': 'Dusty rose'}, {'hex_value': '#8D5C58', 'colour_name': 'Kylie'}, {'hex_value': '#C86775', 'colour_name': 'Leah'}, {'hex_value': '#F8D7D6', 'colour_name': 'Lip Plumping Balm'}, {'hex_value': '#8F6065', 'colour_name': 'Luna'}, {'hex_value': '#C79289', 'colour_name': 'Nova'}, {'hex_value': '#9D3F47', 'colour_name': 'Ruby'}]"
1043,deciem,Serum Foundation,6.7,$,CAD,https://3bc01d2807fb1bc0d25c-a86d2521f1af8989841b9619f5314be5.ssl.cf1.rackcdn.com/products/market-img/rdn-serum-foundation-30-r-30ml.png?v=6ab9fcb8ca2abb9828afcf9dcdad9f94,https://deciem.com/product/rdn-serum-foundation-30-r-30ml,https://deciem.com/,Serum Foundations are lightweight medium-coverage formulations available in a comprehensive shade range across 21 shades. These foundations offer moderate coverage that looks natural with a very lightweight serum feel. They are very low in viscosity and are dispensed with the supplied pump or with the optional glass dropper available for purchase separately if preferred. ,,liquid,foundation,"['water free', 'cruelty free', 'alcohol free', 'oil free', 'silicone free', 'Vegan', 'Gluten Free']",2018-07-06T23:16:12.698Z,2018-09-02T22:52:06.882Z,http://makeup-api.herokuapp.com/api/v1/products/1043.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/043/original/open-uri20180706-4-nszgw9?1530919194,"[{'hex_value': '#f4e5d6', 'colour_name': '1.0P'}, {'hex_value': '#f3e8d1', 'colour_name': '1.0N'}, {'hex_value': '#f3e8d1', 'colour_name': '1.0NS'}, {'hex_value': '#f2d7ba', 'colour_name': '1.1P'}, {'hex_value': '#efdbba', 'colour_name': '1.1N'}, {'hex_value': '#f0d5af', 'colour_name': '1.2N'}, {'hex_value': '#e5c5a1', 'colour_name': '1.2P'}, {'hex_value': '#e6c796', 'colour_name': '1.2Y'}, {'hex_value': '#e6c796', 'colour_name': '1.2YG'}, {'hex_value': '#e3be8e', 'colour_name': '2.0P'}, {'hex_value': '#e5cb9f', 'colour_name': '2.0N'}, {'hex_value': '#dcc399', 'colour_name': '2.0YG'}, {'hex_value': '#ddb279', 'colour_name': '2.1P'}, {'hex_value': '#dcad6d', 'colour_name': '2.1Y'}, {'hex_value': '#d59c62', 'colour_name': '3.0R'}, {'hex_value': '#d19e61', 'colour_name': '3.0Y'}, {'hex_value': '#b3754a', 'colour_name': '3.1R'}, {'hex_value': '#c28651', 'colour_name': '3.1Y'}, {'hex_value': '#916C4F', 'colour_name': '3.2N'}, {'hex_value': '#8E6346', 'colour_name': '3.2R'}, {'hex_value': '#664A37', 'colour_name': '3.3N'}]"
1042,deciem,Coverage Foundation,6.9,$,CAD,https://3bc01d2807fb1bc0d25c-a86d2521f1af8989841b9619f5314be5.ssl.cf1.rackcdn.com/products/market-img/rdn-coverage-foundation-33-n-30ml.png?v=daa322f179d80e450613c75826602292,https://deciem.com/product/rdn-coverage-foundation-33-n-30ml,https://deciem.com/,"Coverage Foundations are full-coverage formulations available in a comprehensive shade range across 21 shades. These foundations contain higher pigment levels than our Serum Foundations but still offer a smooth finish that avoids the heavy makeup look that can make skin appear more aged. The texture is that of a lightweight, non-oily cream.",,liquid,foundation,"['water free', 'cruelty free', 'alcohol free', 'oil free', 'silicone free', 'Vegan', 'Gluten Free']",2018-07-06T22:27:54.541Z,2018-09-02T22:52:06.865Z,http://makeup-api.herokuapp.com/api/v1/products/1042.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/042/original/open-uri20180706-4-1e74943?1530916234,"[{'hex_value': '#f4e5d6', 'colour_name': '1.0P'}, {'hex_value': '#f3e8d1', 'colour_name': '1.0N'}, {'hex_value': '#f3e8d1', 'colour_name': '1.0NS'}, {'hex_value': '#f2d7ba', 'colour_name': '1.1P'}, {'hex_value': '#efdbba', 'colour_name': '1.1N'}, {'hex_value': '#f0d5af', 'colour_name': '1.2N'}, {'hex_value': '#e5c5a1', 'colour_name': '1.2P'}, {'hex_value': '#e6c796', 'colour_name': '1.2Y'}, {'hex_value': '#e6c796', 'colour_name': '1.2YG'}, {'hex_value': '#e3be8e', 'colour_name': '2.0P'}, {'hex_value': '#e5cb9f', 'colour_name': '2.0N'}, {'hex_value': '#dcc399', 'colour_name': '2.0YG'}, {'hex_value': '#ddb279', 'colour_name': '2.1P'}, {'hex_value': '#dcad6d', 'colour_name': '2.1Y'}, {'hex_value': '#d59c62', 'colour_name': '3.0R'}, {'hex_value': '#d19e61', 'colour_name': '3.0Y'}, {'hex_value': '#b3754a', 'colour_name': '3.1R'}, {'hex_value': '#c28651', 'colour_name': '3.1Y'}, {'hex_value': '#916C4F', 'colour_name': '3.2N'}, {'hex_value': '#8E6346', 'colour_name': '3.2R'}, {'hex_value': '#664A37', 'colour_name': '3.3N'}]"
1041,zorah biocosmetiques,Liquid Liner,0.0,$,USD,https://www.purpicks.com/wp-content/uploads/2018/06/Zorah-Biocosmetiques-Liquid-Liner.png,https://www.purpicks.com/product/zorah-biocosmetiques-liquid-liner/,https://purpicks.com/,"<strong>12 hours of long-lasting</strong> intense color, transfer-free (leaves no trace on crease above the eyelid) <strong>Pure Light Capture®</strong> <strong>minerals</strong> deliver color and radiance. Silky lines and refreshingly light, Pure Argan eyeliner leaves a weightless feel on the eyelids.<p align='LEFT'>Natural cosmetic certified by Ecocert Greenlife according to Ecocert Standard available at: http://cosmetiques.ecocert.com</p>98% of the total ingredients are from natural origin 5% of total ingredients are from organic farming",,liquid,eyeliner,"['purpicks', 'EcoCert']",2018-06-30T19:19:32.312Z,2018-09-02T22:52:06.723Z,http://makeup-api.herokuapp.com/api/v1/products/1041.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/041/original/open-uri20180630-4-1huiv9y?1530390387,"[{'hex_value': '#000000', 'colour_name': 'Black'}]"
1040,zorah biocosmetiques,Eyeshadow,0.0,$,USD,https://www.purpicks.com/wp-content/uploads/2018/02/Ombre-Amazonie-CC.png,https://www.purpicks.com/product/zorah-eyeshadow/,https://purpicks.com/,"<strong>Product Description</strong>Anti-aging formula made with organic Pure Argan oil and Pure Light Capture<sup>®</sup> pigments. 24 Hour crease-free intensity (no build-up increase of eyelid), no running. Pure Light Capture® pigments deliver color and luminosity. Silky and refreshingly light feel, Pure Argan eyeshadow is weightless on the eyelids. Pure Argan eyeshadow <strong>soothes</strong>, <strong>hides redness </strong>and <strong>slows the appearance of the signs of aging on the skin.</strong><p align='LEFT'>Natural cosmetic certified by Ecocert Greenlife according to Ecocert Standard available at: http://cosmetiques.ecocert.com</p>100% of the total ingredients are from natural origin5% of total ingredients are from organic farming",,,eyeshadow,"['purpicks', 'EcoCert']",2018-06-30T19:19:32.252Z,2018-09-02T22:52:06.714Z,http://makeup-api.herokuapp.com/api/v1/products/1040.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/040/original/open-uri20180630-4-1afkyee?1530390386,"[{'hex_value': '#966A54', 'colour_name': 'Sahara'}, {'hex_value': '#6B7475', 'colour_name': 'Evrest'}, {'hex_value': '#444446', 'colour_name': 'Casablanca'}]"
1039,w3llpeople, Realist Invisible Setting Powder,0.0,$,USD,https://www.purpicks.com/wp-content/uploads/2018/06/w3llpeople-Realist-Invisible-Setting-Powder.jpg,https://www.purpicks.com/product/w3llpeople-realist-invisible-setting-powder/,https://purpicks.com/,"<span style=""font-weight: 400;"">Keep it real with a polished, soft-focus look using this superfine, loose mineral powder. The healing properties of organic aloe help soothe and calm stressed out skin. Instantly minimize pores, soften imperfections, and creates a matte finish with superfine powder. Use by itself for an air-brushed look, or to set foundation for ultra-long wear.</span><span style=""font-weight: 400;"">* Set makeup or by itself for matte air-brushed effect</span><span style=""font-weight: 400;"">* Absorbs excess oil while softening fine lines</span><span style=""font-weight: 400;"">* Organic aloe creates radiant, rejuvenated skin</span><span style=""font-weight: 400;"">* Hypoallergenic, Chemical Free, Cruelty Free &amp; Noncomedogenic </span><span style=""font-weight: 400;"">* EWG Verified for non-toxic health and safety</span><span style=""font-weight: 400;"">* Free From: Parabens, Gluten, GMO, Phthalates, Sulfates, Fragrance, Pheonoxyethanol, Dimethicone, PEG, Propylene Glycol, Butylene Glycol, Lead, Mineral Oil, Talc</span>",,powder,foundation,"['purpicks', 'EWG Verified', 'Gluten Free']",2018-06-30T19:19:32.191Z,2018-06-30T20:26:26.417Z,http://makeup-api.herokuapp.com/api/v1/products/1039.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/039/original/open-uri20180630-4-rfmkzd?1530390386,"[{'hex_value': '#E8E6E7', 'colour_name': 'Translucent'}]"
